X,Y,UNITDESC,ARTERIALCLASSCD,SIGNAL_TYPE_x,collision_count,streetlights,streetlights_height_avg,related_street_num,PVMTCONDINDX1_mean,SLOPE_PCT_mean,TRANCLASS_mean,SPEEDLIMIT_mean,SIGNAL_TYPE_y,COMPTYPE,CONDITION,INT_SIGNAL_TYPE_CD,PEDSIGNALYN,PEDAUDIODEVICEYN,PP_QUANTITY,PH_QUANTITY,BIKESIGNALHDYN,LTTURNSIGNALYN,RTTURNSIGNALYN,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,NUM_ATTACHMENTS
-122.376214474,47.668666908,15TH AVE NW AND NW MARKET ST,1.0,CITY,105,0,0.0,4.0,63.75,1.75,2.5,27.5,FULL,74.0,FAIR,CITY,N,N,8.0,16.0,N,Y,N,N,Y,Y,1.0
-122.340032897,47.613062595,4TH AVE AND VIRGINIA ST,1.0,CITY,38,2,0.0,4.0,86.25,3.25,1.75,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,Y,N,N,N,N,N,0.0
-122.320924261,47.623128921,BROADWAY E AND E REPUBLICAN ST,2.0,CITY,20,4,30.0,4.0,55.5,1.25,1.0,22.5,PRE,74.0,POOR,CITY,N,N,8.0,16.0,N,N,N,N,N,N,0.0
-122.313472883,47.553442675,15TH AVE S AND S LUCILE ST,2.0,CITY,36,4,46.25,4.0,68.5,4.0,1.5,23.75,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,Y,N,N,1.0
-122.354353218,47.67602257,PHINNEY AVE N AND N 65TH ST,2.0,CITY,17,3,41.66666666666666,4.0,58.0,4.0,1.5,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.316781894,47.601693368,12TH AVE AND E YESLER WAY,2.0,CITY,116,3,40.0,3.0,69.0,4.0,3.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.345963706,47.652745001,BRIDGE WAY N AND N 38TH ST,2.0,STATE,18,0,0.0,4.0,84.0,4.75,2.5,26.25,SEMI,74.0,FAIR,STATE,N,N,6.0,12.0,N,N,N,N,N,N,3.0
-122.319638583,47.599184048,10TH AVE S AND S JACKSON ST,1.0,NONE,30,0,0.0,4.0,66.5,8.0,1.0,22.5,SEMI,74.0, ,NONE,N,N,8.0,0.0,N,N,N,N,N,N,0.0
-122.302597225,47.617107473,23RD AVE AND E OLIVE N ST,1.0,CITY,21,1,35.0,2.0,95.0,0.5,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,6.0,6.0,N,N,N,N,N,N,0.0
-122.347887136,47.6153610040001,2ND AVE AND WALL ST,1.0,CITY,46,0,0.0,4.0,70.0,1.25,2.5,25.0,PRE,74.0,POOR,CITY,N,N,8.0,8.0,Y,N,N,N,N,N,0.0
-122.355396909,47.625452282,1ST AVE N AND ROY ST,1.0,CITY,18,3,36.66666666666666,4.0,53.0,4.25,1.75,23.75,PRE,74.0,POOR,CITY,N,N,8.0,16.0,N,N,N,Y,N,Y,1.0
-122.356703682,47.625714353,QUEEN ANNE AVE N AND W ROY ST,2.0,CITY,20,0,0.0,3.0,74.66666666666667,7.0,2.333333333333333,25.0,PRE,74.0,FAIR,CITY,N,N,6.0,8.0,N,N,N,Y,N,Y,1.0
-122.312623282,47.6232636820001,15TH AVE E AND E REPUBLICAN N ST,2.0,CITY,3,0,0.0,2.0,15.5,1.0,3.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.327903755,47.6152384210001,MELROSE AVE AND PINE ST,2.0,CITY,51,3,38.333333333333336,3.0,48.333333333333336,5.333333333333333,0.3333333333333333,23.33333333333333,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.327659716,47.6008733300001,5TH AVE S AND S WASHINGTON ST,2.0,CITY,17,4,21.0,4.0,56.5,9.0,1.75,22.5,SEMI,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.36042454,47.5336918620001,DELRIDGE WAY SW AND SW HOLDEN ST,1.0,CITY,35,3,41.66666666666666,3.0,84.33333333333333,0.6666666666666666,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,0.0,Y,N,N,N,N,N,0.0
-122.35279216,47.6245727410001,2ND AVE N AND MERCER ST,1.0,HALFPED,36,0,0.0,3.0,79.66666666666667,3.333333333333333,2.0,23.33333333333333,PRE,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,Y,0.0
-122.302710374,47.612941413,23RD AVE AND E UNION ST,1.0,CITY,38,3,35.0,4.0,72.25,1.0,2.5,25.0,SEMI,74.0,FAIR,CITY,N,Y,8.0,8.0,N,Y,N,N,N,Y,0.0
-122.323127222,47.7013247880001,5TH AVE NE AND NE 100TH ST,2.0,CITY,23,2,62.5,4.0,61.0,7.25,1.0,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.297803218,47.719291755,28TH AVE NE AND NE 125TH ST,1.0,NONE,14,1,35.0,4.0,78.25,0.5,1.0,22.5,FULL,74.0, ,NONE,Y,N,2.0,0.0,N,N,N,N,N,N,0.0
-122.351645934,47.6175835780001,2ND AVE AND BROAD ST,1.0,CITY,61,0,0.0,4.0,69.5,2.75,1.5,25.0,PRE,74.0,POOR,CITY,N,N,8.0,8.0,Y,N,N,N,N,N,0.0
-122.302233451,47.5992812920001,23RD AVE S AND S JACKSON ST,1.0,CITY,71,2,23.0,4.0,63.5,3.5,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,9.0,8.0,N,Y,N,N,N,N,0.0
-122.290713878,47.690203012,35TH AVE NE AND NE 85TH ST,2.0,CITY,23,1,35.0,4.0,54.5,1.25,1.75,23.75,SEMI,74.0,GOOD,CITY,N,Y,8.0,8.0,N,N,N,N,N,N,0.0
-122.335492232,47.592399173,S ROYAL BROUGHAM WAY AND EAST FRONTAGE RD S,1.0,CITY,3,0,0.0,2.0,41.5,0.0,1.5,25.0,SEMI,74.0,GOOD,CITY,N,N,2.0,2.0,N,Y,N,Y,N,N,0.0
-122.349934453,47.6513488080001,FREMONT AVE N AND N 36TH ST,2.0,CITY,26,3,684.3333333333334,4.0,45.75,7.25,1.5,22.5,PRE,74.0,GOOD,CITY,N,N,8.0,16.0,N,N,N,N,N,N,1.0
-122.320382727,47.5394319330001,ELLIS AVE S AND S MYRTLE ST,1.0,CITY,14,1,33.0,4.0,64.0,0.25,2.25,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,1.0
-122.333262389,47.592395217,OCCIDENTAL AVE S AND S ROYAL BROUGHAM WAY,1.0,CITY,5,1,30.0,3.0,54.66666666666666,0.0,1.0,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,6.0,N,N,N,N,N,N,0.0
-122.27579767,47.6682965740001,PRINCETON AVE NE AND SAND POINT WAY NE,1.0,CITY,31,0,0.0,3.0,72.0,1.6666666666666667,3.0,28.33333333333333,SEMI,74.0,POOR,CITY,N,Y,4.0,8.0,N,N,N,N,N,N,0.0
-122.348823016,47.6159141030001,2ND AVE AND VINE ST,1.0,NONE,11,2,17.5,4.0,68.5,1.5,1.0,22.5,PRE,74.0, ,NONE,Y,Y,8.0,8.0,Y,Y,Y,Y,Y,Y,0.0
-122.304610903,47.645556653,MONTLAKE BLVD E AND E HAMLIN ST,1.0,CITY,54,0,0.0,4.0,70.25,3.25,0.5,25.0,SEMI,74.0,GOOD,CITY,N,N,0.0,8.0,N,Y,N,N,N,N,0.0
-122.326804189,47.6152181530001,BELLEVUE AVE AND E PINE ST,2.0,CITY,55,4,28.25,4.0,37.5,4.0,2.25,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,6.0
-122.336765439,47.6856124500001,WALLINGFORD AVE N AND EAST GREEN LAKE DR N,2.0,CITY,9,2,47.5,3.0,44.0,1.6666666666666667,2.0,25.0,SEMI,74.0,POOR,CITY,N,Y,8.0,8.0,N,Y,N,N,N,N,0.0
-122.339812457,47.6102783210001,2ND AVE AND PINE ST,1.0,CITY,44,0,0.0,4.0,78.75,2.75,1.0,25.0,PRE,74.0,FAIR,CITY,N,N,2.0,8.0,Y,N,N,N,N,N,0.0
-122.366191048,47.6604819780001,8TH AVE NW AND LEARY WAY NW,1.0,CITY,25,1,100.0,4.0,58.0,0.75,2.0,23.75,SEMI,74.0,GOOD,CITY,N,N,4.0,12.0,N,N,N,N,N,N,0.0
-122.37621112,47.672359666,15TH AVE NW AND NW 60TH ST,1.0,CITY,19,3,46.66666666666666,4.0,37.25,2.25,1.5,25.0,SEMI,74.0,POOR,CITY,N,N,8.0,8.0,N,N,N,N,Y,N,1.0
-122.34887678,47.624564331,4TH AVE N AND MERCER ST,1.0,CITY,28,0,0.0,4.0,67.5,2.0,1.5,22.5,PRE,74.0,FAIR,CITY,N,N,8.0,12.0,N,N,N,Y,Y,Y,1.0
-122.314424515,47.6559999890001,BROOKLYN AVE NE AND NE CAMPUS EB PY,2.0,CITY,10,3,0.0,2.0,68.0,5.5,3.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,24.0,N,N,N,N,N,N,1.0
-122.335373137,47.6121364580001,6TH AVE AND PINE ST,1.0,CITY,87,1,0.0,4.0,65.75,2.5,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.31328484,47.65535371,UNIVERSITY WAY NE AND NE 40TH ST,3.0,CITY,6,3,0.0,4.0,77.0,4.0,1.5,25.0,PRE,74.0,POOR,CITY,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.325587092,47.6338596190001,EASTLAKE AVE E AND E GARFIELD ST,1.0,CITY,10,1,60.0,4.0,29.5,3.25,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,2.0,16.0,N,N,N,N,N,N,0.0
-122.332244084,47.612070573,8TH AVE AND PIKE ST,1.0,CITY,56,0,0.0,4.0,66.0,4.0,2.5,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.311597022,47.5786262980001,BEACON AVE S AND S MCCLELLAN ST,2.0,CITY,21,2,49.0,4.0,50.0,0.25,2.0,25.0,SEMI,74.0,POOR,CITY,N,Y,4.0,16.0,N,Y,N,N,N,N,11.0
-122.317754339,47.5501024660001,AIRPORT WAY S AND S DORIS ST,1.0,NONE,6,1,60.0,3.0,46.66666666666666,0.0,2.0,23.33333333333333,PRE,74.0, ,NONE,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.32853489,47.6029846330001,5TH AVE AND JEFFERSON ST,2.0,CITY,22,4,0.0,4.0,22.0,10.5,1.0,22.5,PRE,74.0,GOOD,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.352506541,47.6169183390001,1ST AVE AND BROAD ST,1.0,CITY,83,0,0.0,4.0,59.75,4.5,1.75,25.0,PRE,74.0,POOR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.344514435,47.6891127660001,AURORA AVE N AND GREEN LAKE DR N,1.0,CITY,40,1,40.0,3.0,22.33333333333333,2.0,1.3333333333333333,28.33333333333333,SEMI,74.0,POOR,CITY,N,N,9.0,16.0,N,Y,N,N,Y,N,11.0
-122.355320845,47.6924184380001,GREENWOOD AVE N AND N 87TH ST,2.0,CITY,39,4,34.5,4.0,39.5,3.0,1.0,22.5,PRE,74.0,GOOD,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.301138761,47.658981683,25TH AVE NE AND MONTLAKE BLVD NE,1.0,CITY,9,0,0.0,3.0,52.333333333333336,1.0,2.333333333333333,28.33333333333333,SEMI,74.0,POOR,CITY,N,N,0.0,0.0,N,N,N,N,N,N,1.0
-122.354677579,47.6776682610001,PHINNEY AVE N AND N 67TH S ST,2.0,HALFPED,5,3,11.666666666666666,2.0,65.0,1.0,1.5,25.0,PRE,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.330582909,47.665017398,SUNNYSIDE AVE N AND N 50TH ST,1.0,HALFPED,15,1,50.0,3.0,58.333333333333336,3.0,2.0,23.33333333333333,SEMI,74.0,GOOD,HALFPED,Y,Y,2.0,2.0,N,N,N,N,N,N,0.0
-122.351401562,47.61392026,ELLIOTT AVE AND VINE ST,1.0,CITY,23,1,35.0,4.0,31.0,5.0,1.5,22.5,SEMI,74.0,GOOD,CITY,Y,N,2.0,0.0,N,N,N,N,N,N,0.0
-122.316854169,47.6152639330001,12TH AVE AND E PINE ST,2.0,CITY,35,2,30.0,4.0,52.5,4.0,1.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,Y,N,N,N,N,0.0
-122.333366406,47.6049105230001,3RD AVE AND MARION ST,2.0,CITY,41,0,0.0,4.0,80.0,6.75,2.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.341774896,47.6152649840001,5TH AVE AND BLANCHARD ST,2.0,CITY,96,0,0.0,4.0,52.5,1.75,2.0,22.5,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.254536616,47.5063528320001,RENTON AVE S AND S BANGOR ST,2.0,CITY,35,0,0.0,4.0,83.75,1.0,2.25,23.75,SEMI,74.0,POOR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.344776767,47.7100766950001,AURORA AVE N AND N 112TH ST,1.0,CITY,5,0,0.0,2.0,0.0,2.0,2.0,35.0,SEMI,74.0,POOR,CITY,N,N,2.0,6.0,N,N,N,N,Y,N,0.0
-122.319753993,47.5520818790001,AIRPORT WAY S AND CORSON AVE S,1.0,CITY,56,4,37.5,3.0,74.0,0.0,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,8.0,16.0,N,N,N,N,N,N,23.0
-122.330630819,47.6090148750001,HUBBELL PL AND SENECA ST,2.0,CITY,24,2,0.0,4.0,43.0,6.5,2.25,25.0,PRE,74.0, ,CITY,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.312376969,47.579471208,BEACON AVE S AND S LANDER ST,2.0,NONE,12,1,45.0,4.0,52.25,0.75,2.25,22.5,FULL,74.0, ,NONE,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.373588504,47.6686653680001,14TH AVE NW AND NW MARKET ST,1.0,CITY,55,0,0.0,4.0,64.75,2.0,1.0,22.5,PRE,74.0,FAIR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.327880673,47.6166417100001,MELROSE AVE AND OLIVE WAY,1.0,CITY,84,2,50.0,3.0,36.333333333333336,5.666666666666667,0.3333333333333333,23.33333333333333,PRE,74.0,POOR,CITY,N,N,9.0,12.0,N,N,N,N,N,N,0.0
-122.296990713,47.5812670020001,M L KING JR WAY S AND S BAYVIEW S ST,2.0,CITY,26,0,0.0,2.0,78.0,1.5,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,6.0,N,Y,N,N,N,N,0.0
-122.328634266,47.70862872,1ST AVE NE AND NE NORTHGATE WAY,1.0,STATE,105,0,0.0,3.0,54.0,1.3333333333333333,2.333333333333333,25.0,SEMI,74.0, ,STATE,N,N,6.0,0.0,N,N,N,N,N,N,0.0
-122.355301949,47.6905951260001,GREENWOOD AVE N AND N 85TH ST,1.0,CITY,51,1,35.0,4.0,70.5,2.0,2.25,25.0,SEMI,74.0,FAIR,CITY,N,N,0.0,8.0,N,Y,N,N,N,N,2.0
-122.320760199,47.6111690760001,BROADWAY AND MADISON ST,1.0,CITY,87,2,35.0,3.0,91.66666666666669,6.333333333333333,2.6666666666666665,25.0,SEMI,74.0,POOR,CITY,N,N,8.0,16.0,N,Y,N,N,N,N,0.0
-122.278303548,47.5315430160001,RENTON AVE S AND S KENYON ST,2.0,CITY,16,3,43.333333333333336,4.0,46.0,2.25,1.5,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.348904011,47.6115232500001,ALASKAN WAY AND XW BELL ST,1.0,MIDXWALK,4,0,0.0,2.0,67.0,0.0,3.0,25.0,SEMI,74.0,POOR,MIDXWALK,Y,N,2.0,4.0,N,N,N,N,N,N,18.0
-122.334019081,47.6056238990001,3RD AVE AND MADISON ST,1.0,CITY,19,0,0.0,4.0,53.25,7.5,2.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.310783505,47.5829722610001,17TH AVE S AND S COLLEGE ST,3.0,CITY,24,1,55.0,4.0,59.25,5.5,1.5,25.0,SEMI,74.0,POOR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.337348688,47.6042302720001,MADISON ST AND WESTERN AVE,2.0,CITY,14,0,0.0,4.0,46.25,1.25,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.311271314,47.5331089750001,BOEING DR AND EAST MARGINAL WAY S,1.0,CITY,5,0,0.0,2.0,72.0,0.0,0.0,30.0,SEMI,74.0,FAIR,CITY,N,N,0.0,0.0,N,N,N,N,N,N,1.0
-122.339740586,47.6245441560001,9TH AVE N AND MERCER SR ST,1.0,CITY,104,0,0.0,2.0,77.5,3.0,1.5,25.0,FULL,74.0,FAIR,CITY,N,N,12.0,16.0,N,Y,N,N,N,Y,0.0
-122.295233054,47.719278751,LAKE CITY WAY NE AND NE 125TH ST,1.0,CITY,116,1,35.0,4.0,42.25,1.0,2.0,25.0,SEMI,74.0,FAIR,CITY,N,N,0.0,8.0,N,Y,N,N,N,N,0.0
-122.371397996,47.517425567,30TH AVE SW AND SW ROXBURY ST,1.0,CITY,17,4,35.0,4.0,69.5,2.5,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.38388874,47.5811758560001,41ST AVE SW AND SW ADMIRAL WAY,1.0,CITY,40,5,42.0,4.0,40.75,1.25,1.5,22.5,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.338701509,47.6107429510001,3RD AVE AND PINE ST,1.0,CITY,32,1,0.0,4.0,74.25,2.25,1.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.312655864,47.7253077560001,15TH AVE NE AND XW NE130 PL,1.0,MIDXWALK,0,1,35.0,2.0,55.0,3.0,2.0,25.0,SEMI,74.0,POOR,MIDXWALK,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.363361146,47.5628968450001,DELRIDGE WAY SW AND SW OREGON ST,1.0,CITY,16,3,46.66666666666666,3.0,60.66666666666666,3.333333333333333,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,4.0,N,Y,N,N,N,N,0.0
-122.38682987,47.559324759,CALIFORNIA AVE SW AND ERSKINE WAY SW,2.0,CITY,17,1,40.0,3.0,65.66666666666667,0.6666666666666666,1.3333333333333333,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,20.0,N,Y,N,N,N,N,1.0
-122.32314837,47.703140321,5TH AVE NE AND NE 103RD ST,2.0,CITY,41,1,55.0,4.0,53.5,4.0,0.75,23.75,SEMI,74.0,POOR,CITY,N,N,8.0,16.0,N,Y,N,N,N,N,0.0
-122.286542091,47.5479706360001,M L KING JR WR WAY S AND S RAYMOND ST,1.0,HALFPED,11,0,0.0,1.0,0.0,4.0,0.0,20.0,SEMI,74.0,GOOD,HALFPED,Y,N,3.0,4.0,N,N,N,N,N,N,0.0
-122.285631111,47.546057246,M L KING JR WR WAY S AND S GRAHAM ST,1.0,CITY,90,0,0.0,2.0,91.0,6.0,0.0,25.0,FULL,74.0,GOOD,CITY,N,N,10.0,16.0,N,Y,N,N,N,N,0.0
-122.284426278,47.5439037350001,M L KING JR ER WAY S AND S MORGAN ST,1.0,NONE,4,1,33.0,1.0,89.0,1.0,0.0,20.0,SEMI,74.0,GOOD,NONE,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.283702155,47.54245258,M L KING JR ER WAY S AND S HOLLY ST,1.0,CITY,20,1,33.0,2.0,78.0,0.0,0.0,20.0,FULL,74.0,GOOD,CITY,N,N,10.0,16.0,N,Y,N,N,N,N,0.0
-122.321275257,47.6515782720001,EASTLAKE AVE E AND FUHRMAN AVE E,1.0,CITY,58,1,33.0,3.0,41.66666666666666,3.6666666666666665,0.6666666666666666,23.33333333333333,SEMI,74.0,FAIR,CITY,N,N,2.0,8.0,N,Y,N,N,N,N,0.0
-122.333172246,47.6030193930001,2ND AVE AND CHERRY ST,1.0,CITY,109,2,0.0,4.0,75.5,5.75,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,Y,N,N,N,N,N,0.0
-122.332718165,47.6169449430001,BOREN AVE AND STEWART ST,1.0,CITY,70,3,0.0,4.0,73.5,0.75,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,Y,N,N,N,N,1.0
-122.31921545,47.5958249780001,DEARBORN ST OFF RP AND S DEARBORN ST,1.0,STATE,34,0,0.0,3.0,42.333333333333336,1.6666666666666667,1.3333333333333333,26.666666666666668,SEMI,74.0, ,STATE,N,N,0.0,0.0,Y,N,N,N,N,N,0.0
-122.334203026,47.575575574,1ST AVE S AND S HANFORD ST,1.0,CITY,47,1,60.0,4.0,71.25,0.0,1.0,26.25,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,Y,Y,2.0
-122.340130764,47.5172725190001,OLSON PL SW AND SW ROXBURY ST,1.0,CITY,55,1,35.0,3.0,58.333333333333336,4.0,1.3333333333333333,23.33333333333333,FULL,74.0,FAIR,CITY,N,N,6.0,6.0,N,N,N,N,N,N,0.0
-122.344976881,47.7232115480001,AURORA AVE N AND N 130TH ST,1.0,CITY,119,1,60.0,4.0,23.5,1.75,2.5,30.0,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,Y,Y,32.0
-122.29092939,47.627039783,32ND AVE E AND E MADISON ST,2.0,FS,11,1,60.0,4.0,45.5,4.0,1.5,22.5,SEMI,74.0,FAIR,FS,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.322956322,47.661333347,5TH AVE NE AND NE 45TH ST,1.0,STATE,68,1,35.0,4.0,72.5,5.0,1.0,22.5,SEMI,74.0, ,STATE,N,N,6.0,0.0,N,N,N,N,N,N,0.0
-122.336294264,47.661385668,WALLINGFORD AVE N AND N 45TH ST,2.0,CITY,33,4,35.0,4.0,44.75,1.0,1.75,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.36339241,47.701054965,6TH AVE NW AND HOLMAN RD NW,1.0,CITY,36,1,55.0,3.0,79.66666666666667,0.6666666666666666,2.0,26.666666666666668,SEMI,74.0,FAIR,CITY,N,Y,4.0,8.0,N,N,N,N,N,N,0.0
-122.353365602,47.6162530400001,BROAD ST AND WESTERN AVE,1.0,CITY,73,0,0.0,4.0,76.25,5.75,3.0,25.0,SEMI,74.0,FAIR,CITY,N,N,2.0,16.0,N,N,N,N,N,N,0.0
-122.332256556,47.6053742450001,4TH AVE AND MARION ST,1.0,CITY,49,2,0.0,4.0,81.25,8.25,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,Y,N,N,N,N,N,0.0
-122.360063161,47.654145864,LEARY WAY NW AND NW 39TH ST,1.0,CITY,20,2,50.0,4.0,64.0,2.5,1.75,23.75,SEMI,74.0,FAIR,CITY,N,N,12.0,16.0,N,Y,N,N,N,N,0.0
-122.334260945,47.619664803,FAIRVIEW AVE N AND JOHN ST,1.0,CITY,15,3,30.33333333333333,4.0,43.75,2.0,1.5,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,1.0
-122.334934565,47.603268557,1ST AVE AND COLUMBIA ST,1.0,CITY,58,2,499.5,4.0,37.0,4.5,2.0,25.0,SEMI,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,Y,N,N,0.0
-122.336017995,47.590312641,S ATLANTIC ST AND EAST FRONTAGE RD S,2.0,CITY,6,0,0.0,3.0,49.333333333333336,0.0,0.0,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,4.0,N,Y,N,N,N,N,0.0
-122.347564821,47.6254229420001,5TH AVE N AND ROY ST,1.0,CITY,36,1,60.0,4.0,62.75,3.75,2.5,25.0,PRE,74.0,POOR,CITY,N,N,8.0,8.0,N,N,N,Y,Y,Y,1.0
-122.330264793,47.6017161560001,3RD AVE AND YESLER WAY,2.0,CITY,37,3,9.333333333333334,3.0,60.66666666666666,3.0,2.333333333333333,25.0,PRE,74.0,POOR,CITY,N,N,0.0,20.0,N,Y,N,N,N,N,0.0
-122.349834904,47.6504310170001,FREMONT AVE N AND FREMONT PL N,1.0,CITY,42,2,46.5,3.0,43.333333333333336,2.6666666666666665,2.333333333333333,25.0,PRE,74.0,GOOD,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.290784062,47.7192534370001,35TH AVE NE AND NE 125TH ST,1.0,CITY,98,1,35.0,4.0,77.75,3.25,2.5,25.0,PRE,74.0,GOOD,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.302019949,47.6441426870001,24TH AVE E AND E LAKE WASHINGTON BLVD,3.0,NONE,9,1,50.0,4.0,53.75,1.5,0.0,22.5,FULL,74.0, ,NONE,N,N,2.0,0.0,N,N,N,N,N,N,0.0
-122.329048744,47.592394384,4TH AVE S AND S ROYAL BROUGHAM WAY,1.0,CITY,63,0,0.0,4.0,78.75,0.5,2.0,25.0,FULL,74.0,POOR,CITY,N,Y,7.0,8.0,N,Y,Y,Y,N,N,0.0
-122.336595222,47.615721202,8TH AVE AND VIRGINIA ST,2.0,CITY,17,2,0.0,4.0,70.75,3.5,2.25,25.0,PRE,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.326725993,47.6184926450001,BELLEVUE AVE AND E DENNY WAY,1.0,CITY,63,3,55.0,3.0,25.666666666666668,9.666666666666666,3.0,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,12.0
-122.311529603,47.595873882,RAINIER AVE S AND S DEARBORN ST,1.0,CITY,99,2,34.5,4.0,53.25,2.0,1.25,23.75,FULL,74.0,POOR,CITY,N,N,8.0,8.0,Y,Y,N,N,N,N,0.0
-122.378872839,47.648464313,17TH AVE W AND W DRAVUS ST,1.0,NONE,11,1,65.0,4.0,62.5,2.5,1.5,22.5,SEMI,74.0,GOOD,NONE,N,Y,8.0,8.0,N,N,N,Y,Y,N,0.0
-122.391902789,47.581213533,47TH AVE SW AND SW ADMIRAL WAY,2.0,NONE,8,1,35.0,4.0,47.75,3.5,1.0,22.5,SEMI,74.0, ,NONE,N,N,10.0,10.0,N,N,N,Y,N,N,1.0
-122.287208954,47.6613709870001,SAND POINT WAY NE AND NE 45TH ST,1.0,CITY,12,0,0.0,3.0,74.66666666666667,3.0,3.0,28.33333333333333,SEMI,74.0,FAIR,CITY,N,N,6.0,12.0,N,N,N,N,N,N,0.0
-122.308381423,47.6612587860001,18TH AVE NE AND NE 45TH ST,1.0,CITY,20,4,33.0,3.0,35.333333333333336,3.6666666666666665,2.0,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,0.0,12.0,N,N,N,N,N,N,0.0
-122.311965693,47.6630836470001,15TH AVE NE AND NE 47TH ST,1.0,CITY,34,4,15.75,4.0,62.75,4.25,1.0,23.75,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
